1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
2022,91748PRSTF18275,110000478000,WHITE WAVE FOODS,18275 ARENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91748,"","",34.003960,-117.905730,NAD83,WWF OPERATING CO,NA,DANONE NORTH AMERICA PUBLIC BENEFIT CORP,NO,311,Food,"","","","","","",311511,"","","","","",1322220963197,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284887.840000,0.000000,284887.840000,"",ACTIVITY,1.590000
2022,91351NTNLR275RU,110002941201,NATIONAL READY MIX CONCRETE CO .,27050 RUETHER AVE,SANTA CLARITA,LOS ANGELES,CA,91351,"","",34.424746,-118.498445,NAD83,NATIONAL CEMENT,NA,NATIONAL CEMENT,NO,327,Nonmetallic Mineral Product,"","","","","","",327320,"","","","","",1322220945125,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",PRODUCTION,0.980000
2022,90509MBLLC3700W,110069359063,TORRANCE REFINING CO LLC,3700 W 190TH ST,TORRANCE,LOS ANGELES,CA,90504,"","",33.854967,-118.336907,NAD83,PBF ENERGY INC,118132963,PBF ENERGY INC,NO,324,Petroleum,"","","","","","",324110,"","","","","",1322220962765,Cumene,NO,0000098828,98-82-8,18309,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,3.000000,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,30.000000,120.000000,150.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,172.000000,78.000000,0.000000,0.000000,26.000000,33.000000,20.000000,0.000000,0.000000,0.000000,0.000000,100.000000,120.000000,299.000000,"",PRODUCTION,1.020000
2022,93722MDRNW4141N,110000482237,MODERN WELDING CO OF CALIFORNIA,4141 N BRAWLEY AVE,FRESNO,FRESNO,CA,93722,"","",36.797170,-119.862410,NAD83,MODERN WELDING CO INC,006470712,MODERN WELDING CO INC,NO,332,Fabricated Metals,"","","","","","",332420,"","","","","",1322221017510,Styrene,NO,0000100425,100-42-5,19414,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000000,7900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7900.000000,0.000000,0.000000,7900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7900.000000,"",PRODUCTION,1.180000
2022,90248PSCRP17109,110009528751,IPS CORP,17109 S MAIN ST,GARDENA,LOS ANGELES,CA,90248,"","",33.876270,-118.275550,NAD83,NA,"",IPS CORP,NO,325,Chemicals,"","","","","","",325520,"","","","","",1322221093141,Methyl methacrylate,NO,0000080626,80-62-6,8458,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.000000,0.000000,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191.000000,0.000000,0.000000,0.000000,0.000000,191.000000,0.000000,266.000000,84.000000,0.000000,0.000000,9.000000,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,46.000000,191.000000,321.000000,"",PRODUCTION,0.750000
2022,93662FRSNV7736E,110000482148,FRESNO VALVES & CASTINGS INC.,7736 E SPRINGFIELD,SELMA,FRESNO,CA,93662,"","",36.598130,-119.650950,NAD83,FRESNO VALVES & CASTINGS INC,009120783,FRESNO VALVES & CASTINGS INC,NO,331,Primary Metals,"","","","","","",331529,"","","","","",1322221240880,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.096000,76.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.376000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.376000,0.000000,0.000000,76.376000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.376000,"",PRODUCTION,0.970000
2022,92123DPSTN4540V,110000478947,SAINT GOBAIN SOLAR GARD LLC,4540 VIEWRIDGE AVE,SAN DIEGO,SAN DIEGO,CA,92123,"","",32.824396,-117.125672,NAD83,SAINT-GOBAIN CORP,008382947,SAINT-GOBAIN CORP,NO,326,Plastics and Rubber,"","","","","","",326130,"","","","","",1322221425174,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,0.000000,0.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,"",PRODUCTION,0.890000
2022,94572NCLSNOLDHI,110000483487,PHILLIPS 66 SAN FRANCISCO REFINERY,1380 SAN PABLO AVE,RODEO,CONTRA COSTA,CA,94572,"","",38.043600,-122.253200,NAD83,PHILLIPS 66,078423447,PHILLIPS 66 CO,NO,324,Petroleum,"","","","","","",324110,"","","","","",1322221428939,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,168.000000,380.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,548.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.000000,3.000000,0.000000,0.000000,0.000000,95.000000,0.000000,99.000000,552.000000,0.000000,0.000000,548.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.000000,647.000000,"",PRODUCTION,1.140000
2022,90220CNTNN2225E,110000474264,PLASKOLITE WEST LLC.,2225 E DEL AMO BLVD,COMPTON,LOS ANGELES,CA,90220,"","",33.846750,-118.226500,NAD83,PLASKOLITE LLC,004281093,PLASKOLITE LLC,NO,325,Chemicals,"","","","","","",325211,"","","","","",1322220634455,Ethyl acrylate,NO,0000140885,140-88-5,37929,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,32.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.000000,135.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.000000,34.000000,0.000000,0.000000,34.000000,0.000000,0.000000,286.000000,135.000000,0.000000,0.000000,0.000000,0.000000,455.000000,"",PRODUCTION,0.820000
2022,91786HLLDY2193W,110002414691,HOLLIDAY ROCK - FOOTHILL,2193 W FOOTHILL BLVD,UPLAND,SAN BERNARDINO,CA,91786,"","",34.106798,-117.693801,NAD83,HOLLIDAY ROCK CO INC,NA,HOLLIDAY ROCK CO INC,NO,324,Petroleum,"","","","","","",324121,327320,212321,"","","",1322221247594,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.002200,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010200,"",PRODUCTION,1.030000
2022,9170WWSTRN382LI,110069521725,WESTERN EMULSIONS IRWINDALE PLANT,382 LIVE OAK AVE,BALDWIN PARK,LOS ANGELES,CA,91706,"","",34.112120,-117.997840,NAD83,IDAHO ASPHALT SUPPLY INC,027336152,IDAHO ASPHALT SUPPLY INC,NO,324,Petroleum,"","","","","","",324121,"","","","","",1322220776355,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.118700,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.918700,0.000000,0.000000,0.000000,0.129500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129500,1.048200,0.000000,0.000000,0.918700,0.000000,0.129500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.048200,"",PRODUCTION,1.040000
2022,91335VKNDS25323,110002317797,AVK INDUSTRIAL PRODUCTS,25323 RYE CANYON ROAD,VALENCIA,LOS ANGELES,CA,91355,"","",34.437250,-118.578420,NAD83,BERKSHIRE HATHAWAY INC,001024314,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,"","","","","","",332813,"","","","","",1322221355668,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,6056.000000,0.000000,0.000000,0.000000,6056.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6066.000000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,6056.000000,0.000000,0.000000,6066.000000,"",PRODUCTION,0.690000
2022,91744MNTXN13300,110000477813,MAINTEX INC,13300 E NELSON AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,"","",34.052562,-117.994354,NAD83,NA,"",NA,NO,325,Chemicals,"","","","","","",325611,"","","","","",1322220640775,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,"",PRODUCTION,0.600000
2022,90023CRTFD3342E,110017411629,CERTIFIED ENAMELING INC,3342 EMERY ST,LOS ANGELES,LOS ANGELES,CA,90023,"","",34.015780,-118.207420,NAD83,NA,"",NA,NO,332,Fabricated Metals,"","","","","","",332812,"","","","","",1322220671541,Dimethyl phthalate,NO,0000131113,131-11-3,35295,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,63.000000,312.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,375.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2323.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2323.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.000000,0.000000,0.000000,0.000000,1729.000000,1786.000000,0.000000,4109.000000,2698.000000,0.000000,0.000000,375.000000,2323.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6248.000000,1786.000000,10732.000000,"",PRODUCTION,0.950000
2022,94566PPLDB655SU,110020517010,APPLIED BIOSYSTEMS LLC,6055 SUNOL BLVD,PLEASANTON,ALAMEDA,CA,94566,"","",37.645300,-121.881570,NAD83,THERMO FISHER SCIENTIFIC INC,001408673,THERMO FISHER SCIENTIFIC INC,NO,325,Chemicals,"","","","","","",325413,"","","","","",1322220674358,Acetonitrile,NO,0000075058,75-05-8,5272,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,39.000000,19.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,308000.000000,0.000000,0.000000,0.000000,0.000000,308000.000000,22850.000000,0.000000,22850.000000,0.000000,0.000000,8207.000000,0.000000,0.000000,0.000000,8207.000000,0.000000,339057.000000,58.000000,0.000000,0.000000,58.000000,0.000000,0.000000,0.000000,22850.000000,0.000000,308000.000000,0.000000,8207.000000,339115.000000,"",PRODUCTION,0.970000
2022,94572TSCSF2101F,110000483478,PHILLIPS 66 CARBON PLANT,2101 FRANKLIN CANYON RD,RODEO,CONTRA COSTA,CA,94572,"","",38.015920,-122.237160,NAD83,PHILLIPS 66,078423447,PHILLIPS 66 CO,NO,324,Petroleum,"","","","","","",324199,"","","","","",1322221248560,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000000,20369.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20369.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20369.000000,0.000000,0.000000,20369.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20369.000000,"",PRODUCTION,1.020000
2022,93631GRDNN11535,110017432740,GUARDIAN INDUSTRIES LLC,11535 E MOUNTAIN VIEW AVE,KINGSBURG,FRESNO,CA,93631,"","",36.546810,-119.581440,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NO,327,Nonmetallic Mineral Product,"","","","","","",327211,"","","","","",1322221308339,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.060000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.240000,5.410000,0.000000,0.000000,0.000000,0.000000,0.000000,8.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.650000,12.210000,0.000000,0.000000,3.560000,8.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.210000,"",ACTIVITY,0.970000
2022,90670BRNNT10747,110012700700,BRENNTAG PACIFIC INC,10747 PATTERSON PL,SANTA FE SPRINGS,LOS ANGELES,CA,90670,"","",33.937333,-118.060278,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,"","","","","","",424690,"","","","","",1322221317201,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",0.000000
2022,95503PGHMB1000K,110000610278,PG&E HUMBOLDT BAY POWER PLANT,1000 KING SALMON AVE,EUREKA,HUMBOLDT,CA,95503,"","",40.741100,-124.208400,NAD83,PACIFIC GAS & ELECTRIC CO,964899132,PACIFIC GAS & ELECTRIC CO,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1322220782332,Acetaldehyde,NO,0000075070,75-07-0,5280,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000000,33132.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33132.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33132.400000,0.000000,0.000000,33132.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33132.400000,"",PRODUCTION,0.820000
2022,92631FRTRF2451C,110000479884,FUTURE FOAM INC,2451 CYPRESS WAY,FULLERTON,ORANGE,CA,92831,"","",33.861944,-117.885833,NAD83,FUTURE FOAM INC,007261415,FUTURE FOAM INC,NO,326,Plastics and Rubber,"","","","","","",326150,"","","","","",1322221374275,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,"",PRODUCTION,1.330000
2022,92106SNVYN140SY,110000912521,US NAVAL SUBMARINE BASE SAN DIEGO,140 SYLVESTER RD,SAN DIEGO,SAN DIEGO,CA,92106,"","",32.686011,-117.239742,NAD83,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,YES,999,Other,"","","","","","",928110,"","","","","",1322221144672,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,190.000000,82.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,272.000000,3.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,322.000000,0.000000,0.000000,272.000000,47.000000,3.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,512.000000,0.000000,PRODUCTION,0.800000
